1.437307,6.591737
-5.125643,4.734130
-1.334081,5.710623
4.199009,5.076146
-0.840742,5.468112
-5.066120,6.020669
0.087692,5.794887
-2.605927,5.249437
-0.787808,5.679324
-0.465243,5.823242
-2.343491,3.080559
-1.150361,5.503708
1.744432,5.239215
3.043856,5.306966
2.315900,5.087874
0.898424,6.428539
-3.809587,4.791629
-1.383162,4.245089
-1.533328,5.831440
1.514394,4.715291
-0.668460,5.763521
3.166269,5.254195
-0.215699,5.585352
-0.137814,5.504713
0.028296,6.023492
-2.870626,4.480151
0.837052,5.064962
4.292583,5.498302
0.878973,6.505834
-3.100550,5.779818
-1.133243,4.466713
-3.377128,5.667505
1.497608,5.816659
2.060114,5.872341
-0.195973,4.696390
4.317125,5.198489
7.473048,4.222022
2.979643,5.481054
3.287569,6.061698
-3.034404,5.256526
1.074203,4.887693
-2.524354,5.302869
1.587602,5.784326
-5.042310,4.633020
4.231598,5.661484
2.507356,5.503506
-1.348496,5.520038
-4.263205,5.767255
3.646144,5.860729
-1.992250,5.954042
-1.215599,5.737395
0.547706,5.438993
-0.235145,4.732209
0.688012,5.910213
-3.393458,5.802902
-3.111776,4.309034
-4.752388,4.182026
1.461088,6.278397
0.111505,5.660565
3.281478,5.775583
-0.673015,4.959568
-2.414335,6.127408
1.901844,5.006089
3.138073,5.350195
0.770565,5.100130
2.107321,5.103786
3.650075,5.431529
-4.124741,4.836589
-0.995823,6.194318
2.046569,5.445922
2.768390,5.915538
0.020402,4.550936
-0.701133,5.639535
-0.095055,5.349934
-2.814436,4.820483
0.004156,6.746298
-3.695451,5.944176
-0.388343,6.458049
5.748419,5.504395
1.672437,5.722232
1.923037,5.838257
-3.967012,4.741630
2.301938,4.502432
-2.852373,5.465883
-2.973907,6.359588
-0.163210,5.600516
-0.051981,5.051235
0.926807,5.144120
0.522551,4.996419
0.509929,5.274935
3.344747,6.638178
-2.638179,5.461026
1.158624,6.037467
-1.951797,5.472691
-0.194528,5.892468
-1.885536,4.797941
-1.686105,5.106506
-0.505936,4.938450
-0.795571,5.311536
2.476346,4.848215
0.715466,5.660914
-1.055382,6.642263
2.042866,6.183179
-2.391786,6.748615
3.092514,6.129972
0.432868,5.707246
-1.415513,5.790816
-2.400118,4.685581
0.863337,4.428097
0.934458,4.724484
3.269796,5.327714
0.119620,4.582457
-4.316338,5.026791
-5.716400,4.596234
-0.290373,5.363560
1.921302,4.908229
-1.837691,5.407707
3.100371,6.808674
-4.263943,5.712470
-0.229979,6.208929
1.882897,5.264875
-0.628876,4.383647
0.870830,7.326639
3.307644,5.694644
0.488967,6.179566
-2.961586,5.572276
2.320507,6.472761
1.365098,4.500672
-1.827669,5.577654
-1.439442,5.644195
0.043084,6.072251
-1.033892,4.528586
-1.404844,4.839929
1.341645,4.376563
2.803374,6.217574
3.417591,6.369559
-3.222590,4.365112
2.369879,5.238913
0.256379,4.798976
3.555163,5.667837
-0.870048,5.818812
-2.434089,5.901501
-2.160197,5.373425
-2.510478,6.605379
-2.830427,5.152839
0.266217,5.260161
0.095625,5.234315
1.485508,5.130683
2.609009,6.371921
-1.885679,5.796219
-1.910163,6.451927
0.415590,4.521426
3.431008,5.568260
-1.042698,3.973080
-4.401474,6.009942
-2.740251,4.580315
2.221036,6.217821
-1.801059,5.392693
4.011887,5.882899
1.209730,5.288595
-2.746831,5.761768
-1.609443,4.738027
2.908068,5.374471
1.094192,5.496074
-1.373193,6.447115
0.535705,5.318376
-0.527556,4.723147
-1.770241,4.854931
0.751598,5.244356
3.174341,6.144226
4.136151,5.157056
-3.225149,5.691228
-2.740642,5.676078
1.323655,5.536618
-2.828609,5.075134
-1.474241,6.204991
0.498559,4.796518
-1.997663,5.294290
-0.666350,6.554935
2.009292,5.321822
0.329284,6.043119
0.440330,5.785549
-3.939012,4.341044
1.781792,5.315274
2.756062,5.226461
0.788821,5.365798
0.074333,5.480648
-2.510430,4.575633
3.394467,5.477871
-2.896827,4.742448
5.112043,5.200112
-2.636013,5.804287
-0.687662,5.630492
-0.053999,5.885406
-2.948555,5.692476
2.417509,4.075409
0.460489,5.242501
-0.595611,4.301993
3.843431,6.027574
2.376045,5.589137
2.148050,6.131686
4.138292,5.707015
-1.286362,6.627780
-0.304690,4.570039
1.812201,5.530971
-3.613758,5.666481
-3.456484,3.840173
-1.464717,5.335826
-2.473627,5.284521
-3.348123,4.926665
-1.864084,6.407905
-2.332382,4.451555
-1.643982,5.323386
2.130974,4.419817
-0.022101,6.688127
-0.096852,5.175976
0.177732,5.737072
2.710121,5.861757
-3.697891,5.319524
-0.358004,5.672430
-2.535575,4.464073
-0.103313,4.787598
-0.968728,4.359342
2.601277,4.667337
1.965717,5.508892
0.536118,4.669340
-7.977954,5.748575
-0.823691,5.869519
0.900323,5.882613
-1.868561,4.288105
-0.815467,4.789793
-0.350453,5.086967
0.262163,5.669576
4.371948,5.594590
-0.427043,5.759419
-5.725097,6.359109
3.217829,5.369292
2.438480,5.854136
0.907669,5.983316
5.934531,5.352283
0.724480,6.800082
5.285428,5.186623
-3.700926,4.895872
-3.157027,5.948216
-0.840577,5.502454
1.202479,5.394905
0.358268,5.709423
0.214584,6.055626
-1.837274,6.586128
1.219872,5.632127
-0.052330,5.012759
0.847630,5.967406
0.170197,5.249422
2.402031,5.304505
-2.045916,5.392858
0.196550,5.257809
1.466803,6.396358
-0.265109,5.170186
0.010773,5.738523
-0.974760,5.674848
-1.336785,6.831157
0.476185,5.504985
3.925488,5.533859
-3.690502,6.648548
2.278633,5.130658
0.080620,4.874604
-0.812714,5.077089
2.765502,5.412481
-2.207865,6.349035
2.210640,5.056640
-1.705876,5.075477
0.372220,6.394214
-1.216287,4.471674
2.436438,6.430067
-2.078773,5.196810
3.834028,5.246270
0.586697,4.814420
-2.872303,5.330720
1.809788,6.748801
-3.267655,5.817542
-2.721877,5.733659
-1.082777,5.584654
0.451006,5.784014
0.962457,6.647611
-2.716869,5.448750
-3.452779,6.237520
1.533317,5.620973
4.075958,5.469389
-1.572181,5.565503
-1.880504,6.287964
7.088464,4.911233
-1.376916,5.639209
-1.875254,7.075574
1.546677,5.310362
1.446801,5.447259
0.467782,5.469605
-0.004954,6.174270
2.836302,5.975087
-0.427439,5.793429
-0.016384,6.718458
0.494998,6.532069
1.727659,5.626509
0.405190,4.855587
